show_id,type,show_title,director,cast,release_year,rating,duration,genres,country,synopsis,show_newid,genres_merged,cumulative_top_10
s8538,Movie,The Trust,"Ben Brewer, Alex Brewer","Nicolas Cage, Elijah Wood, Sky Ferreira, Jerry Lewis, Eric Heister, Alexandria Lee, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito",2015,R,91 min,Thrillers,United States,"Discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill Las Vegas cops hatch a dicey plan to burgle it.",s_2131,Thrillers,
s6567,Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth",2015,R,113 min,"Dramas, International Movies, Thrillers","United States, United Kingdom, France","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent.",s_2132,"Dramas, International Movies, Thrillers",
s6717,Movie,Ex Machina,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",2015,R,108 min,"Dramas, Independent Movies, International Movies",United Kingdom,"A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",s_2133,"Dramas, International Movies, Independent Movies",
s6237,Movie,Barbie in Princess Power,Zeke Norton,"Kelly Sheridan, Britt Irvin, Michael Kopsa, Rebecca Husain, Kira Tozer",2015,TV-Y,74 min,Children & Family Movies,United States,"A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero.",s_2134,Children & Family Movies,
s4342,Movie,Helios,"Leung Lok Man, Luk Kim-ching","Jacky Cheung, Nick Cheung, Chang Chen, Shawn Yue, Wang Xueqi, Janice Man, Ji Jin-hee, Choi Si-won",2015,TV-14,118 min,"Action & Adventure, International Movies","Hong Kong, China, United States","When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device.",s_2135,"Action & Adventure, International Movies",
s4340,Movie,Faraar,Baljit Singh Deo,"Kainaat Arora, Jaggi Singh, Gippy Grewal",2015,TV-14,146 min,"Action & Adventure, Dramas, International Movies",Australia,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence.",s_2136,"Action & Adventure, International Movies, Dramas",
s6150,Movie,Amy,Asif Kapadia,"Amy Winehouse, Lauren Gilbert",2015,R,128 min,"Documentaries, International Movies, Music & Musicals",United Kingdom,Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.,s_2137,"International Movies, Documentaries, Music & Musicals",
s991,Movie,Niyazi Gül Dörtnala,Hakan Algül,"Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen",2015,TV-MA,102 min,"Comedies, International Movies",Turkey,"Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",s_2138,"Comedies, International Movies",
s5331,Movie,Los Herederos,Jorge Hernandez Aldana,"Máximo Hollander, Sebastián Aguirre, Úrsula Pruneda, Rodrigo Mendoza, Germán Bracco, Tomás Manterola, Regina Soto, Diego Velázquez, Mónica Del Carmen, José Egüez, Pablo Cruz",2015,TV-MA,71 min,"Dramas, International Movies",Mexico,"Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents.",s_2139,"Dramas, International Movies",
s8789,Movie,You Carry Me,Ivona Juka,"Lana Baric, Vojislav Brajovic, Natasa Janjic, Goran Hajdukovic, Helena Beljan, Juraj Dabic, Natasa Dorcic, Sebastian Cavazza, Ana Begic, Krunoslav Saric",2015,TV-MA,157 min,"Dramas, International Movies","Croatia, Slovenia, Serbia, Montenegro","A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's.",s_2140,"Dramas, International Movies",
s4449,Movie,Katti Batti,Nikhil Advani,"Imran Khan, Kangana Ranaut, Abhishek Saha, Mithila Palkar, Vivan Bhatena, Suhaas Ahuja, Nicole Faria, Adaar Malik",2015,TV-14,132 min,"Comedies, Dramas, International Movies",India,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them.",s_2141,"Dramas, Comedies, International Movies",
s6763,Movie,Fishtail,Andrew Renzi,Harry Dean Stanton,2015,NR,61 min,Documentaries,United States,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.,s_2142,Documentaries,
s8399,Movie,The Lobster,Yorgos Lanthimos,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, Léa Seydoux, Michael Smiley, Ben Whishaw",2015,R,119 min,"Comedies, International Movies, Romantic Movies","Ireland, United Kingdom, Greece, France, Netherlands","In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.",s_2143,"Comedies, Romantic Movies, International Movies",
s5333,Movie,Demonic,Will Canon,"Maria Bello, Frank Grillo, Cody Horn, Dustin Milligan, Megan Park, Scott Mechlowicz, Aaron Yoo, Alex Goode, Terence Rosemore, Jesse Steccato",2015,R,83 min,"Horror Movies, Independent Movies",United States,"When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist.",s_2144,"Horror Movies, Independent Movies",
s847,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",2015,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",United States,"When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip.",s_2145,"Comedies, Sci-Fi & Fantasy, Children & Family Movies",5
s5327,Movie,Colin Quinn: Unconstitutional,Jay Chapman,Colin Quinn,2015,TV-MA,56 min,Stand-Up Comedy,United States,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.,s_2146,Stand-Up Comedy,
s6349,Movie,Bob's Broken Sleigh,Jay Surridge,"Cole Howard, Bruce Greenwood, Victor Garber, Michael Adamthwaite, Raini Rodriguez, Colin Murdock, Maryke Hendrikse, Sam Vincent, Gabe Khouth",2015,TV-G,47 min,Children & Family Movies,Canada,"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole.",s_2147,Children & Family Movies,
s1002,Movie,Oloibiri,Curtis Graham,"Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon",2015,TV-14,86 min,"Dramas, International Movies, Thrillers","Canada, Nigeria, United States","After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community.",s_2148,"Dramas, International Movies, Thrillers",
s6232,Movie,Barça Dreams,Jordi Llompart,"Johan Cruyff, Andrés Iniesta, Gary Lineker, Xavi Hernández, Lionel Messi, Pau Gasol",2015,TV-MA,122 min,"Documentaries, International Movies, Sports Movies",Spain,Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.,s_2149,"Sports Movies, International Movies, Documentaries",
s4800,Movie,Soul Robbers,Juan Antonio de la Riva,"Sofía Sisniega, Natasha Dupeyron, Ana Sofía Durán, Javier Escobar, Luis Gatica, Juan Ángel Esparza, Jorge Luis Moreno, Arnulfo Reyes Sanchez, Tizoc Arroyo, José Enot, Ricardo Dalmacci, Harding Junior, Claudine Sosa, Pablo Valentín",2015,TV-14,88 min,"Horror Movies, International Movies",Mexico,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters.",s_2150,"International Movies, Horror Movies",
s8270,Movie,The Daughter,Simon Stone,"Geoffrey Rush, Ewen Leslie, Paul Schneider, Miranda Otto, Anna Torv, Odessa Young, Sam Neill",2015,TV-MA,95 min,Dramas,Australia,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",s_2151,Dramas,
s8518,Movie,The Stanford Prison Experiment,Kyle Patrick Alvarez,"Billy Crudup, Michael Angarano, Ezra Miller, Tye Sheridan, Keir Gilchrist, Olivia Thirlby, Nelsan Ellis, Thomas Mann, Moises Arias, Gaius Charles",2015,R,122 min,"Dramas, Independent Movies, Thrillers",United States,"Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.",s_2152,"Dramas, Thrillers, Independent Movies",
s5219,Movie,Belief: The Possession of Janet Moses,David Stubbs,"Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",2015,TV-MA,90 min,"Documentaries, International Movies",New Zealand,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",s_2153,"International Movies, Documentaries",
s5338,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",India,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.,s_2154,"Action & Adventure, International Movies, Dramas",
s1209,Movie,Çarsi Pazar,Muharrem Gülmez,"Erdem Yener, Ayhan Taş, Emin Olcay, Muharrem Gülmez, Elif Nur Kerkük, Tarık Papuççuoğlu, Suzan Aksoy, Doğa Konakoğlu, Esin Eden, Deniz Özerman",2015,TV-MA,97 min,"Comedies, International Movies",Turkey,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.,s_2155,"Comedies, International Movies",
s8676,Movie,Victor,Brandon Dickerson,"Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian",2015,PG-13,110 min,Dramas,United States,"In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?",s_2156,Dramas,
s6357,Movie,Bon Bini Holland,Jelle de Jonge,"Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen",2015,TV-MA,88 min,"Comedies, International Movies",Netherlands,"On the island of Curaçao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme.",s_2157,"Comedies, International Movies",
s8264,Movie,The D Train,"Jarrad Paul, Andrew Mogel","Jack Black, James Marsden, Kathryn Hahn, Jeffrey Tambor, Russell Posner, Henry Zebrowski, Kyle Bornheimer, Mike White",2015,R,101 min,Comedies,"United Kingdom, United States",A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.,s_2158,Comedies,
s6517,Movie,Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki",2015,R,110 min,"Dramas, Independent Movies, International Movies","Germany, France, Luxembourg, United Kingdom, United States","When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",s_2159,"Dramas, International Movies, Independent Movies",
s986,Movie,Kocan Kadar Konus,Kıvanç Baruönü,"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner",2015,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",Turkey,A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,s_2160,"Comedies, Romantic Movies, International Movies",
s4735,Movie,Tamasha,Imtiaz Ali,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Javed Sheikh, Nikhil Bhagat, Faraaz Servaia",2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies",India,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",s_2161,"Dramas, International Movies, Romantic Movies",
s4438,Movie,Gaddar: the Traitor,Amitoj Mann,"Harbhajan Mann, Manpneet Grewal, Ashish Duggal, Girja Shankar, Shavinder Mahal, Rupinder Roopi, Anita Meet, Tarsem Paul, Balkaran Wadding, Bobby Sandhu",2015,TV-14,126 min,"Dramas, International Movies, Thrillers",India,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.,s_2162,"Dramas, International Movies, Thrillers",
s8626,Movie,Tremors 5:  Bloodline,Don Michael Paul,"Michael Gross, Jamie Kennedy, Ernest Ndhlovu, Lawrence Joffe, Zak Hendrikz, Natalie Becker, Emmanuel Castis, Brandon Auret, Daniel Janks",2015,PG-13,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy","South Africa, United States","When he is hired to capture a deadly creature terrorizing South Africa, survivalist Burt Gummer brings along a new tech-savvy partner.",s_2163,"Comedies, Horror Movies, Sci-Fi & Fantasy",
s1677,Movie,Hawaizaada,Vibhu Virender Puri,"Ayushmann Khurrana, Mithun Chakraborty, Pallavi Sharda, Naman Jain, Jameel Khan",2015,TV-14,129 min,"Dramas, International Movies, Romantic Movies",India,"In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane.",s_2164,"Dramas, International Movies, Romantic Movies",
s8289,Movie,The End of the Tour,James Ponsoldt,"Jason Segel, Jesse Eisenberg, Becky Ann Baker, Anna Chlumsky, Joan Cusack, Mamie Gummer, Ron Livingston, Mickey Sumner",2015,R,106 min,"Dramas, Independent Movies",United States,"""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.",s_2165,"Dramas, Independent Movies",
80188351,TV Show,Reply 1988,"Shin Won-ho, Lee Woo-jung","Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol",2015,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Comedies ,Romantic TV Comedies",South Korea,Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,s_2166,"TV Comedies, Romantic TV Dramas, TV Dramas, Romantic TV Comedies",
s8287,Movie,The Eichmann Show,Paul Andrew Williams,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman, Nicholas Woodeson, Ben Addis, Caroline Bartleet, Ed Birch, Dylan Edwards, Nathaniel Gleed, Ben Lloyd-Hughes, Vaidotas Martinaitis, Zora Bishop",2015,TV-MA,96 min,"Dramas, International Movies","United Kingdom, Lithuania",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,s_2167,"Dramas, International Movies",
s6748,Movie,Fifty,Biyi Bandele,"Dakore Akande, Ireti Doyle, Nse Ikpe-Etim, Omoni Oboli",2015,NR,101 min,"Dramas, International Movies",Nigeria,"In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week.",s_2168,"Dramas, International Movies",
